date_dep,counts_dep,counts_withdrawals,counts_sessions,counts_games,counts_reg
2022-01-14 19:00:00,69,28,617,3411,0
2022-01-14 20:00:00,47,25,512,2723,0
2022-01-14 21:00:00,40,34,448,2437,0
2022-01-14 22:00:00,29,9,439,2430,0
2022-01-14 23:00:00,7,5,220,3107,0
2022-01-15 00:00:00,9,5,330,2080,0
2022-01-15 01:00:00,8,5,326,2478,0
2022-01-15 02:00:00,12,8,680,2258,0
2022-01-15 03:00:00,33,12,568,3009,0
2022-01-15 04:00:00,41,29,880,2803,0
2022-01-15 05:00:00,55,21,761,2813,0
2022-01-15 06:00:00,53,20,1072,1991,0
2022-01-15 07:00:00,49,24,832,1676,0
2022-01-15 08:00:00,44,21,1008,848,0
2022-01-15 09:00:00,84,24,858,826,0
2022-01-15 10:00:00,88,15,1147,595,0
2022-01-15 11:00:00,48,30,906,1271,0
2022-01-15 12:00:00,92,20,1300,1713,0
2022-01-15 13:00:00,98,24,1103,2331,0
2022-01-15 14:00:00,93,23,1452,2956,0
2022-01-15 15:00:00,82,26,1160,3628,0
2022-01-15 16:00:00,107,35,1283,3387,0
2022-01-15 17:00:00,112,37,973,4327,0
2022-01-15 18:00:00,92,40,839,3326,0
2022-01-15 19:00:00,48,47,556,3009,0
2022-01-15 20:00:00,39,24,603,2468,0
2022-01-15 21:00:00,24,13,400,2626,0
2022-01-15 22:00:00,14,12,329,1848,0
2022-01-15 23:00:00,13,11,262,2843,0
2022-01-16 00:00:00,8,5,363,2545,0
2022-01-16 01:00:00,15,7,378,2638,0
2022-01-16 02:00:00,13,9,730,2273,0
2022-01-16 03:00:00,19,8,588,2935,0
2022-01-16 04:00:00,41,29,1004,2926,0
2022-01-16 05:00:00,67,15,843,3285,0
2022-01-16 06:00:00,86,26,1063,1180,0
2022-01-16 07:00:00,70,30,996,1470,0
2022-01-16 08:00:00,78,20,1020,862,0
2022-01-16 09:00:00,90,29,813,1025,0
2022-01-16 10:00:00,100,23,1171,973,0
2022-01-16 11:00:00,93,33,1019,1522,0
2022-01-16 12:00:00,89,29,1244,1691,0
2022-01-16 13:00:00,110,19,1213,2109,0
2022-01-16 14:00:00,92,27,1503,2597,0
2022-01-16 15:00:00,101,27,1119,3445,0
2022-01-16 16:00:00,140,34,1292,3604,0
2022-01-16 17:00:00,138,30,928,4500,0
2022-01-16 18:00:00,104,52,994,2645,0
2022-01-16 19:00:00,61,45,554,3327,0
2022-01-16 20:00:00,35,26,458,2539,0
2022-01-16 21:00:00,28,23,331,2341,0
2022-01-16 22:00:00,22,14,405,2052,0
2022-01-16 23:00:00,15,3,251,2759,0
2022-01-17 00:00:00,8,7,360,2084,0
2022-01-17 01:00:00,15,4,374,2313,0
2022-01-17 02:00:00,17,8,801,2132,0
2022-01-17 03:00:00,34,22,677,3093,0
2022-01-17 04:00:00,32,23,825,2442,0
2022-01-17 05:00:00,81,16,938,2786,0
2022-01-17 06:00:00,74,31,1110,902,0
2022-01-17 07:00:00,48,29,920,1320,0
2022-01-17 08:00:00,56,29,1004,582,0
2022-01-17 09:00:00,82,30,975,881,0
2022-01-17 10:00:00,82,31,1250,884,0
2022-01-17 11:00:00,73,19,1027,1295,0
2022-01-17 12:00:00,90,31,1339,1520,0
2022-01-17 13:00:00,117,28,1250,1992,0
2022-01-17 14:00:00,86,34,1572,2807,0
2022-01-17 15:00:00,105,26,1338,3500,0
2022-01-17 16:00:00,112,29,1497,3899,0
2022-01-17 17:00:00,105,25,1181,4796,0
2022-01-17 18:00:00,93,52,962,2561,0
2022-01-17 19:00:00,50,35,592,3260,0
2022-01-17 20:00:00,23,37,448,2087,0
2022-01-17 21:00:00,16,20,294,2522,0
2022-01-17 22:00:00,16,6,336,2129,0
2022-01-17 23:00:00,12,3,240,2706,0
2022-01-18 00:00:00,7,6,350,2264,0
2022-01-18 01:00:00,15,9,390,2830,0
2022-01-18 02:00:00,24,10,701,2433,0
2022-01-18 03:00:00,27,25,588,3262,0
2022-01-18 04:00:00,47,21,799,2377,0
2022-01-18 05:00:00,63,24,785,3166,0
2022-01-18 06:00:00,62,37,1070,1480,0
2022-01-18 07:00:00,61,26,878,1447,0
2022-01-18 08:00:00,69,22,1014,671,0
2022-01-18 09:00:00,18,6,260,796,0
